Country,Survey,Pop Class,Foodex L1,Metrics,Nr Subjetcs,Nr Consumers,Mean,STD,P5,P10,Median,P95,P97.5,P99,Comment
Denmark,The Danish National Dietary survey 2005-2008,Other children,Snacks. desserts. and other foods,A.01.001877,298,269,20.60,19.52,0.00,0.29,15.37,56.80,71.43,85.45,Number of observations lower than 300. the 99th may not be statistically robust
Denmark,The Danish National Dietary survey 2005-2008,Adolescents,Grains and grain-based products,A.01.000001,377,377,207.25,70.87,97.42,125.36,197.15,336.41,376.56,417.29, 
Denmark,The Danish National Dietary survey 2005-2008,Adolescents,Vegetables and vegetable products (including fungi,A.01.000317,377,377,139.62,91.63,31.76,49.15,118.67,322.76,358.20,453.04, 
Denmark,The Danish National Dietary survey 2005-2008,Adolescents,Starchy roots and tubers,A.01.000467,377,361,75.88,66.67,0.37,11.67,59.07,194.50,250.36,290.87, 
Denmark,The Danish National Dietary survey 2005-2008,Adolescents,Legumes. nuts and oilseeds,A.01.000486,377,321,5.58,7.83,0.00,0.00,2.52,24.74,28.33,32.69, 
Denmark,The Danish National Dietary survey 2005-2008,Adolescents,Fruit and fruit products,A.01.000544,377,363,143.96,135.73,3.41,18.45,105.93,400.58,490.01,733.45, 
Denmark,The Danish National Dietary survey 2005-2008,Adolescents,Meat and meat products (including edible offal),A.01.000727,377,376,119.37,54.19,50.68,59.16,109.60,219.61,250.52,301.34, 
Denmark,The Danish National Dietary survey 2005-2008,Adolescents,Fish and other seafood (including amphibians. rept,A.01.000876,377,313,12.30,15.54,0.00,0.00,7.67,45.07,55.60,68.40, 
Denmark,The Danish National Dietary survey 2005-2008,Adolescents,Milk and dairy products,A.01.000948,377,376,447.84,302.93,65.97,114.67,389.71,988.99,1.178.23,1.508.93, 
Denmark,The Danish National Dietary survey 2005-2008,Adolescents,Eggs and egg products,A.01.001252,377,372,12.62,13.15,1.32,2.42,9.47,33.09,39.18,55.99, 
Denmark,The Danish National Dietary survey 2005-2008,Adolescents,Sugar and confectionary,A.01.001267,377,373,41.29,31.21,4.77,10.06,34.14,95.99,124.26,168.67, 
Denmark,The Danish National Dietary survey 2005-2008,Adolescents,Animal and vegetable fats and oils,A.01.001346,377,377,26.29,15.03,7.15,9.22,23.17,55.16,64.35,76.01, 
Denmark,The Danish National Dietary survey 2005-2008,Adolescents,Fruit and vegetable juices,A.01.001394,377,343,110.83,135.16,0.00,0.34,74.66,360.00,490.84,746.57, 
Denmark,The Danish National Dietary survey 2005-2008,Adolescents,Non-alcoholic beverages (excepting milk based beve,A.01.001470,377,358,286.04,248.10,0.00,47.89,222.17,763.66,935.71,1.364.34, 
Denmark,The Danish National Dietary survey 2005-2008,Adolescents,Alcoholic beverages,A.01.001534,377,83,38.17,134.23,0.00,0.00,0.00,244.29,377.14,856.30, 
Denmark,The Danish National Dietary survey 2005-2008,Adolescents,Drinking water (water without any additives except,A.01.001573,377,376,767.98,479.33,152.88,239.44,683.86,1.668.99,1.909.78,2.485.79, 
Denmark,The Danish National Dietary survey 2005-2008,Adolescents,Herbs. spices and condiments,A.01.001580,377,377,13.07,9.74,2.07,3.44,11.10,31.92,38.80,43.24, 
Denmark,The Danish National Dietary survey 2005-2008,Adolescents,Food for infants and small children,A.01.001715,377,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, 
Denmark,The Danish National Dietary survey 2005-2008,Adolescents,Products for special nutritional use,A.01.001748,377,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, 
Denmark,The Danish National Dietary survey 2005-2008,Adolescents,Composite food (including frozen products),A.01.001789,377,16,0.59,4.56,0.00,0.00,0.00,0.00,2.81,30.69, 
Denmark,The Danish National Dietary survey 2005-2008,Adolescents,Snacks. desserts. and other foods,A.01.001877,377,306,18.37,18.28,0.00,0.00,14.29,56.19,65.55,87.20, 
Denmark,The Danish National Dietary survey 2005-2008,Adults,Grains and grain-based products,A.01.000001,1.739,1.739,208.90,81.38,92.19,114.55,198.66,356.16,388.52,435.04, 
Denmark,The Danish National Dietary survey 2005-2008,Adults,Vegetables and vegetable products (including fungi,A.01.000317,1.739,1.739,169.86,106.47,46.87,63.36,147.14,367.58,464.85,548.07, 
Denmark,The Danish National Dietary survey 2005-2008,Adults,Starchy roots and tubers,A.01.000467,1.739,1.705,92.51,73.92,2.11,13.78,78.13,235.85,278.93,347.99, 
Denmark,The Danish National Dietary survey 2005-2008,Adults,Legumes. nuts and oilseeds,A.01.000486,1.739,1.632,10.53,13.33,0.00,0.64,6.19,35.37,47.67,64.28, 
Denmark,The Danish National Dietary survey 2005-2008,Adults,Fruit and fruit products,A.01.000544,1.739,1.712,196.43,156.43,6.83,24.62,164.49,480.33,584.53,740.56, 
Denmark,The Danish National Dietary survey 2005-2008,Adults,Meat and meat products (including edible offal),A.01.000727,1.739,1.736,132.37,65.56,46.48,60.39,122.01,257.39,283.02,332.68, 
Denmark,The Danish National Dietary survey 2005-2008,Adults,Fish and other seafood (including amphibians. rept,A.01.000876,1.739,1.591,20.71,21.99,0.00,0.27,15.28,59.89,73.69,92.48, 
Denmark,The Danish National Dietary survey 2005-2008,Adults,Milk and dairy products,A.01.000948,1.739,1.739,364.20,268.86,63.46,94.73,305.32,851.90,1.001.08,1.211.19, 
Denmark,The Danish National Dietary survey 2005-2008,Adults,Eggs and egg products,A.01.001252,1.739,1.722,17.08,14.62,1.40,2.46,13.58,45.54,55.59,68.65, 
Denmark,The Danish National Dietary survey 2005-2008,Adults,Sugar and confectionary,A.01.001267,1.739,1.710,34.40,28.33,2.29,5.88,28.00,88.18,105.38,130.80, 
Denmark,The Danish National Dietary survey 2005-2008,Adults,Animal and vegetable fats and oils,A.01.001346,1.739,1.738,29.72,18.91,7.60,10.81,25.41,67.57,80.13,90.77, 
Denmark,The Danish National Dietary survey 2005-2008,Adults,Fruit and vegetable juices,A.01.001394,1.739,1.417,79.59,115.52,0.00,0.00,28.51,311.03,390.91,488.57, 
Denmark,The Danish National Dietary survey 2005-2008,Adults,Non-alcoholic beverages (excepting milk based beve,A.01.001470,1.739,1.733,958.51,544.62,200.00,314.29,885.71,1.930.91,2.200.00,2.518.51, 
Denmark,The Danish National Dietary survey 2005-2008,Adults,Alcoholic beverages,A.01.001534,1.739,1.415,263.49,325.79,0.00,0.00,160.00,900.00,1.182.86,1.560.00, 
Denmark,The Danish National Dietary survey 2005-2008,Adults,Drinking water (water without any additives except,A.01.001573,1.739,1.739,1064.72,714.86,139.72,243.87,955.47,2.310.01,2.781.36,3.307.02, 
Denmark,The Danish National Dietary survey 2005-2008,Adults,Herbs. spices and condiments,A.01.001580,1.739,1.739,12.65,10.52,1.86,2.77,9.90,34.09,39.14,47.52, 
Denmark,The Danish National Dietary survey 2005-2008,Adults,Food for infants and small children,A.01.001715,1.739,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, 
Denmark,The Danish National Dietary survey 2005-2008,Adults,Products for special nutritional use,A.01.001748,1.739,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, 
Denmark,The Danish National Dietary survey 2005-2008,Adults,Composite food (including frozen products),A.01.001789,1.739,209,1.25,7.94,0.00,0.00,0.00,2.81,8.44,30.69, 
Denmark,The Danish National Dietary survey 2005-2008,Adults,Snacks. desserts. and other foods,A.01.001877,1.739,1.210,12.19,15.66,0.00,0.00,7.14,42.86,52.16,71.29, 
Denmark,The Danish National Dietary survey 2005-2008,Elderly,Grains and grain-based products,A.01.000001,274,274,194.38,74.82,85.32,107.79,184.13,339.19,372.28,418.47,Number of observations lower than 300. the 99th may not be statistically robust
Denmark,The Danish National Dietary survey 2005-2008,Elderly,Vegetables and vegetable products (including fungi,A.01.000317,274,274,129.40,96.10,34.86,52.64,111.72,278.21,313.38,413.69,Number of observations lower than 300. the 99th may not be statistically robust
Denmark,The Danish National Dietary survey 2005-2008,Elderly,Starchy roots and tubers,A.01.000467,274,271,129.27,72.41,21.01,44.87,120.30,267.50,315.47,341.17,Number of observations lower than 300. the 99th may not be statistically robust
Denmark,The Danish National Dietary survey 2005-2008,Elderly,Legumes. nuts and oilseeds,A.01.000486,274,260,8.70,11.71,0.00,0.36,4.88,31.03,44.91,70.33,Number of observations lower than 300. the 99th may not be statistically robust
Denmark,The Danish National Dietary survey 2005-2008,Elderly,Fruit and fruit products,A.01.000544,274,268,212.02,156.89,11.07,33.55,186.07,507.13,652.35,776.02,Number of observations lower than 300. the 99th may not be statistically robust
Denmark,The Danish National Dietary survey 2005-2008,Elderly,Meat and meat products (including edible offal),A.01.000727,274,274,114.75,51.23,45.22,55.49,110.92,203.81,234.15,269.26,Number of observations lower than 300. the 99th may not be statistically robust
Denmark,The Danish National Dietary survey 2005-2008,Elderly,Fish and other seafood (including amphibians. rept,A.01.000876,274,258,25.37,23.84,0.00,1.73,21.34,61.10,80.54,121.90,Number of observations lower than 300. the 99th may not be statistically robust
Denmark,The Danish National Dietary survey 2005-2008,Elderly,Milk and dairy products,A.01.000948,274,274,324.58,231.75,47.19,69.43,263.46,717.06,842.91,987.00,Number of observations lower than 300. the 99th may not be statistically robust
Denmark,The Danish National Dietary survey 2005-2008,Elderly,Eggs and egg products,A.01.001252,274,272,20.85,16.24,2.30,4.49,17.04,54.80,60.94,71.22,Number of observations lower than 300. the 99th may not be statistically robust
Denmark,The Danish National Dietary survey 2005-2008,Elderly,Sugar and confectionary,A.01.001267,274,271,30.82,28.48,1.91,4.98,23.44,88.90,114.37,166.45,Number of observations lower than 300. the 99th may not be statistically robust
Denmark,The Danish National Dietary survey 2005-2008,Elderly,Animal and vegetable fats and oils,A.01.001346,274,274,30.92,18.94,9.04,11.43,26.23,72.03,79.00,87.71,Number of observations lower than 300. the 99th may not be statistically robust
Denmark,The Danish National Dietary survey 2005-2008,Elderly,Fruit and vegetable juices,A.01.001394,274,215,75.55,105.47,0.00,0.00,24.09,305.51,385.71,462.96,Number of observations lower than 300. the 99th may not be statistically robust
Denmark,The Danish National Dietary survey 2005-2008,Elderly,Non-alcoholic beverages (excepting milk based beve,A.01.001470,274,274,942.05,477.62,314.29,457.14,837.53,1.742.86,2.185.71,2.528.57,Number of observations lower than 300. the 99th may not be statistically robust
Denmark,The Danish National Dietary survey 2005-2008,Elderly,Alcoholic beverages,A.01.001534,274,251,328.53,328.13,0.00,4.29,243.57,961.43,1.137.14,1.518.57,Number of observations lower than 300. the 99th may not be statistically robust
Denmark,The Danish National Dietary survey 2005-2008,Elderly,Drinking water (water without any additives except,A.01.001573,274,274,828.06,619.45,66.30,127.69,702.91,1.960.87,2.608.01,2.992.29,Number of observations lower than 300. the 99th may not be statistically robust
Denmark,The Danish National Dietary survey 2005-2008,Elderly,Herbs. spices and condiments,A.01.001580,274,274,8.04,8.95,1.28,1.91,5.62,20.12,24.76,35.92,Number of observations lower than 300. the 99th may not be statistically robust
Denmark,The Danish National Dietary survey 2005-2008,Elderly,Food for infants and small children,A.01.001715,274,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Number of observations lower than 300. the 99th may not be statistically robust
Denmark,The Danish National Dietary survey 2005-2008,Elderly,Products for special nutritional use,A.01.001748,274,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Number of observations lower than 300. the 99th may not be statistically robust
Denmark,The Danish National Dietary survey 2005-2008,Elderly,Composite food (including frozen products),A.01.001789,274,57,2.58,12.79,0.00,0.00,0.00,8.44,30.69,57.14,Number of observations lower than 300. the 99th may not be statistically robust
Denmark,The Danish National Dietary survey 2005-2008,Elderly,Snacks. desserts. and other foods,A.01.001877,274,173,8.95,14.05,0.00,0.00,6.11,35.71,57.14,64.21,Number of observations lower than 300. the 99th may not be statistically robust
Denmark,The Danish National Dietary survey 2005-2008,Very elderly,Grains and grain-based products,A.01.000001,12,12,200.46,69.23,98.26,132.67,189.47,308.70,308.70,308.70,Number of observations lower than 60. the 95th and higher percentiles may not be statistically robust
Denmark,The Danish National Dietary survey 2005-2008,Very elderly,Vegetables and vegetable products (including fungi,A.01.000317,12,12,147.34,108.33,44.06,75.94,123.77,469.23,469.23,469.23,Number of observations lower than 60. the 95th and higher percentiles may not be statistically robust
Denmark,The Danish National Dietary survey 2005-2008,Very elderly,Starchy roots and tubers,A.01.000467,12,12,90.96,56.62,0.13,45.02,70.07,194.63,194.63,194.63,Number of observations lower than 60. the 95th and higher percentiles may not be statistically robust
Denmark,The Danish National Dietary survey 2005-2008,Very elderly,Legumes. nuts and oilseeds,A.01.000486,12,12,5.20,6.69,0.08,0.17,4.18,24.66,24.66,24.66,Number of observations lower than 60. the 95th and higher percentiles may not be statistically robust
Denmark,The Danish National Dietary survey 2005-2008,Very elderly,Fruit and fruit products,A.01.000544,12,12,157.85,118.19,3.81,18.75,139.97,323.93,323.93,323.93,Number of observations lower than 60. the 95th and higher percentiles may not be statistically robust
Denmark,The Danish National Dietary survey 2005-2008,Very elderly,Meat and meat products (including edible offal),A.01.000727,12,12,105.82,33.65,54.56,57.83,102.32,147.84,147.84,147.84,Number of observations lower than 60. the 95th and higher percentiles may not be statistically robust
Denmark,The Danish National Dietary survey 2005-2008,Very elderly,Fish and other seafood (including amphibians. rept,A.01.000876,12,12,38.51,32.94,0.46,2.29,27.45,97.84,97.84,97.84,Number of observations lower than 60. the 95th and higher percentiles may not be statistically robust
Denmark,The Danish National Dietary survey 2005-2008,Very elderly,Milk and dairy products,A.01.000948,12,12,360.77,218.65,44.65,116.63,360.45,745.03,745.03,745.03,Number of observations lower than 60. the 95th and higher percentiles may not be statistically robust
Denmark,The Danish National Dietary survey 2005-2008,Very elderly,Eggs and egg products,A.01.001252,12,12,22.68,13.15,6.79,10.53,20.53,52.16,52.16,52.16,Number of observations lower than 60. the 95th and higher percentiles may not be statistically robust
Denmark,The Danish National Dietary survey 2005-2008,Very elderly,Sugar and confectionary,A.01.001267,12,12,35.06,19.61,5.27,12.29,31.21,77.03,77.03,77.03,Number of observations lower than 60. the 95th and higher percentiles may not be statistically robust
Denmark,The Danish National Dietary survey 2005-2008,Very elderly,Animal and vegetable fats and oils,A.01.001346,12,12,31.08,14.18,9.49,17.44,28.99,54.60,54.60,54.60,Number of observations lower than 60. the 95th and higher percentiles may not be statistically robust
Denmark,The Danish National Dietary survey 2005-2008,Very elderly,Fruit and vegetable juices,A.01.001394,12,7,75.48,96.48,0.00,0.00,13.21,231.86,231.86,231.86,Number of observations lower than 60. the 95th and higher percentiles may not be statistically robust
Denmark,The Danish National Dietary survey 2005-2008,Very elderly,Non-alcoholic beverages (excepting milk based beve,A.01.001470,12,12,1025.44,463.97,375.51,485.71,894.09,1.777.94,1.777.94,1.777.94,Number of observations lower than 60. the 95th and higher percentiles may not be statistically robust
Denmark,The Danish National Dietary survey 2005-2008,Very elderly,Alcoholic beverages,A.01.001534,12,11,379.95,483.94,0.00,62.86,216.23,1.760.00,1.760.00,1.760.00,Number of observations lower than 60. the 95th and higher percentiles may not be statistically robust
Denmark,The Danish National Dietary survey 2005-2008,Very elderly,Drinking water (water without any additives except,A.01.001573,12,12,818.52,419.49,266.27,303.11,859.37,1.510.61,1.510.61,1.510.61,Number of observations lower than 60. the 95th and higher percentiles may not be statistically robust
Denmark,The Danish National Dietary survey 2005-2008,Very elderly,Herbs. spices and condiments,A.01.001580,12,12,5.28,2.51,1.36,1.54,5.43,9.94,9.94,9.94,Number of observations lower than 60. the 95th and higher percentiles may not be statistically robust
Denmark,The Danish National Dietary survey 2005-2008,Very elderly,Food for infants and small children,A.01.001715,12,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Number of observations lower than 60. the 95th and higher percentiles may not be statistically robust
