area,branch,name,postalCode,street
Thiendorf,,Thiendorfer Fräsdienst GmbH & Co. KG,01561,Am Fiebig 11
Pirna,,THIEME-Consulting GmbH,01796,Siegfriedweg 12
Bretnig-Hauswalde,,"Thieme Service GmbH (Neuer Firmenname: LIFT24 GmbH. Geschäftsanschrift: Gewerbering Nord 28, 01900 Bretnig-Hauswalde)",01900,Gewerbering Nord 28
Dresden,,Thiem-Fuchs UG (haftungsbeschränkt),01219,Dohnaer Str. 75 b
Meißen,,Thieme GmbH,01662,Zaschendorfer Str. 91
Dresden,,Thiele Invest GmbH,01067,Altmarkt 5
Wittichenau,,"THIELE Grundbesitz UG (haftungsbeschränkt) (Neuer Firmenname: KP Bauconzept UG (haftungsbeschränkt). Neuer Sitz: Wittichenau. Geschäftsanschrift: Kotten 41, 02997 Wittichenau)",02997,Kotten 41
Pirna,,Thiele Grußkarten Service GmbH,01796,Heidenauer Str. 103
Radeberg,,Thiele Glas GmbH Flachglastechnik,01454,Wilhelm-Rönsch-Str. 5
Dresden,,Thiele Dienstleistungsservice UG (haftungsbeschränkt),01108,Altgomlitz 46
Dresden,,THIELE Brandschutz GmbH,01097,Turnerweg 8
Eibau,,Thiel Spedition GmbH,02739,Neueibauer Str. 17
Dresden,,THIEL Public Relations e.K.,01067,Ostra-Allee 35
Dresden,,Thiede Asset Management GmbH,01309,Forsthausstr. 11
Dresden,,ThieBerg Management UG (haftungsbeschränkt),01097,Hauptstr. 7
Meißen,,THIASOS Vermögensverwaltungs- und Beteiligungs-GmbH,01662,Ringstraße 10
Freital,,thermea . Energie + Service GmbH (Neuer Firmenname: OS Ingenieure GmbH),01705,Bergstr. 20
Thale,,Therme Thale Betriebsgesellschaft mbH + Co. KG,06502,Parkstr. 4
Löbau OT Kittlitz,,Theurich Bürosysteme OHG,02708,Am Göpelteich 2
Görlitz,,Theuerkauf & Wohlleben Fitness GmbH,02827,Reichenbacher Str. 51
Dresden,,THETA Ingenieurbüro GmbH,01237,Lohrmannstr. 20
Finsterwalde,,Theta City Automaten UG (haftungsbeschränkt),03238,Anhalter Str. 6
Niesky,,Thesaurus Verwaltungsgesellschaft mbH,02906,Raschkestrasse 11
Görlitz,,Thermplatten Bautechnik GmbH,02826,Hartmannstr. 2
Vierkirchen,,Thermotec Aktiengesellschaft (Neuer Firmenname: Thermotec AG),02894,Arnsdorf 26
Vierkirchen,,Thermotec AG,02894,Arnsdorf 26
Lauta,,Thermoplex - Lauta GmbH,02991,Friedrich-Engels-Str. 38
Dresden,,THERMOLECTRIC Industrial Solutions GmbH,01219,Spitzwegstr. 66 a
Dresden,,"Thermo Rent Kühlfahrzeugvermietung GmbH (Neuer Firmenname: CAR-AT GmbH. Geschäftsanschrift: Spitzhausstr. 74, 01139 Dresden)",01139,Spitzhausstr. 74
Großröhrsdorf,,Thieme Fashion GmbH,01900,Richard-Thieme-Str. 1
Dresden,,Themis Verwaltungs UG (haftungsbeschränkt),01307,Fetscherstr. 24
Dresden,,Themis Vermögensverwaltungs UG (haftungsbeschränkt) & Co. KG,01307,Fetscherstr. 24
Dresden,,Thelem Verwaltungs GmbH,01309,Thielaustr. 7
München,,Theisen Beteiligungs-GmbH,81679,Friedrich-Herschel-Str. 25
Dresden,,Thelem Verwaltungs UG (haftungsbeschränkt) (Neuer Firmenname: Thelem Verwaltungs GmbH),01069,Bergstr. 70
Dresden,,Thelem Universitätsverlag und Buchhandlung GmbH & Co KG,01309,Thielaustr.7
Zittau,,Theile & Wagner Inhaber Matthias Schwarzbach,02763,Reichenberger Str. 11
Riesa,,Thielemann e.K. - Meisterbetrieb - Heizung,01587,Lange Str. 12
Zittau,,Theile & Wagner GmbH & Co. KG,02763,Reichenberger Straße 11
Dresden,,Theegarten Verwaltungsgesellschaft mit beschränkter Haftung,01237,Breitscheidstr. 46
Dresden,,Theegarten PACTEC GmbH & Co.KG,01237,Breitscheidstraße 46
Dresden,,Theaterzirkus Dresden gemeinnützige GmbH,01069,Leonhard-Frank-Str. 47
Dresden,,Theegarten PACTEC Beteiligungs GmbH,01237,Breitscheidstr. 46
Radebeul,,Thomas Projektentwicklungs GmbH (Neuer Firmenname: Thomas Exclusive Cars GmbH. Neuer Sitz: Radebeul),01445,Meißner Str. 34
Burkau,,thomas neumann ingenieurgesellschaft mbh,01906,Sachsenheimer Str. 44
Dresden,,Thomas Meyer Beteiligungs UG (haftungsbeschränkt) (Neuer Firmenname: Elbe Recycling Service GmbH),01109,Dörnichtweg 55
Dresden,,Thomas Mau und Kollegen Steuerberatungsgesellschaft mbH,01067,Messering 8 f
Dresden,,Thomas Mencwel Unternehmensberatung GmbH,01067,Kramergasse 4
Dresden,,Thomas Mann Event Control GmbH,01099,Werner-Hartmann-Str.2
Königstein OT Leupoldishain,,Thomas Leonhardi Zimmerei e.K. (Neuer Firmenname: Zimmerei Thomas Leonhardi e.K),01824,Gewerbering 2
Kubschütz OT Jenkwitz,,Thomas Kleiner e.K.,02627,An der B 6 Nr. 44
Frankfurt am Main,,Thomas Holding GmbH,60327,Kölner Str.44
Pirna,,Thomas Hobrack Immobilienservice GmbH,01796,Rottwerndorfer Str. 41
Dresden,,Thomas Heine Haustechnik Verwaltungs GmbH,01257,Niedersedlitzer Str. 84
Pirna,,Thomas Hobrack Immobilienservice e.K.,01796,Königsteiner Str. 2
Dresden,,Thomas Heine Haustechnik e.K.,01257,Niedersedlitzer Str. 84
Radebeul,,Thomas Heavy Metal BIKES GmbH,01445,Meißner Straße 31
Coswig,,Thomas Gola Hoch- und Tiefbau GmbH,01640,Auerstr. 4 a
Coswig,,Thomas Gola e.K.,01640,Auerstr. 4 a
Burkau,,Thomas Fritsche Vertriebsgesellschaft mbH,01906,Hauptstr. 307 g
Radebeul,,Thomas Exclusive Cars GmbH,01445,Meißner Str. 34
Radebeul,,Thomas Boss Hoss Dresden & Verwaltungs GmbH (Neuer Firmenname: Thomas Verwaltungs GmbH. Neuer Sitz: Meißen),01445,Meißner Str. 34
Essen,,Thomas Ekrot GmbH,45307,Eckenbergstr. 16 A
Bautzen,,THOMAS copie + repro e.K.,02625,Tuchmacherstr. 28
Emmering,,Thomas Budniok Vermögensverwaltungs GmbH & Co. KG,82275,Auenstr. 13
Radebeul,,Thomas Automobile GmbH (Neuer Firmenname: Heavy Metal BIKES GmbH),01445,Meißner Straße 31
Rabenau OT Karsdorf,,Thomas Behrisch Holzeinschlags- und Rückeunternehmen e.K.,01734,Heidestr. 3 a
Stolpen,,Thomas & Becker GmbH,01833,Scheibenmühlenstraße 13a
Klipphausen,,Thoenes Dichtungswerk GmbH,01665,Zeppelinstr. 1
Klipphausen,,thoenes Dichtungstechnik GmbH,01665,Zeppelinstraße 1
Dresden,,Thoelke Przybilla Schaffner Rechtsanwälte Partnerschaft,01099,Tieckstr. 17
Dresden,,ThiVo Vermögensverwaltung GmbH,01326,Schevenstr. 1
Dresden,,THNS UG (haftungsbeschränkt),01217,Räcknitzhöhe 50
Dresden,,Theaterpädagogisches Zentrum Dresden e.V.,01099,Prießnitzstr. 18
,,Theater Projekt Zentrum Dresden e.V.,,
Dresden,,Theaterkahn - Dresdner Brettl - gemeinnützige GmbH,01067,Terrassenufer
Görlitz,,Theater-Servicegesellschaft mbH (TSG),02826,Demianiplatz 2
Meißen,,Theater Meißen gemeinnützige GmbH,01662,Theaterplatz 15
Dresden,,"Theater ""La Lune"" e.V.",01159,Emil-Ueberall-Str. 6
Pirmasens,,The World Com-Distributions-,66955,Mathildenstr. 1
Dresden,,Theater Courier Verlag UG (haftungsbeschränkt),01067,Freiberger Straße 39
Dresden,,the nu company GmbH,01127,Mohnstr. 2
Pforzheim,,The Swatch Group Customer Service (Europe) GmbH,75177,Hohenzollernstr. 16
Kreba-Neudorf,,"The Lorenz Bahlsen Snack-World Kreba GmbH Germany (Neuer Firmenname: Lorenz Nuss GmbH. Geschäftsanschrift: Boxberger Str. 23, 02906 Kreba-Neudorf)",02906,Boxberger Str. 23
Dresden,,The Library Dresden GmbH,01189,Pforzheimer Str. 33
Tharandt,,Tharandter Estrichbau GmbH,01737,Schillerstr. 3
,,Tharandter Fischereiverein e.V.,,
Dresden,,ti.no ventures UG (haftungsbeschränkt),01328,Am Rainchen 18
Wilsdruff STT Kesselsdorf,,ThyssenKrupp Carbon Components GmbH,01723,Frankenring 1
Pirna,,THW-Jugend Sachsen e.V.,01796,Rottwerndorfer Str. 45 p
,,THW-Jugend Görlitz e.V.,,
Görlitz,,Thürmer & Voss KG,02826,Dresdner Str. 20
Dohna,,thust Objekt+Wohnen GmbH,01809,Maxener Straße 13
Dresden,,Thümmler & Mizera GmbH,01067,Könneritzstr. 7
Freital,,Thümmel & Schlage Erdstoffdeponie GmbH,01705,Clemens-Hanusch-Weg 11
Dresden,,THÜMER-LANDSCHAFTSBAU GmbH,01257,Bismarckstr. 64
Neubrandenburg,,Threeway Holding GmbH,17033,Badstüberstr. 14
Coswig,,Three Point Dental Verwaltungs- und Beratungs GmbH,01640,Wettinplatz 3
Meißen,,Three Point Dental GmbH & Co. Zahntechnik Hinzer Kommanditgesellschaft,01662,Görnische Gasse 22
Neubrandenburg,,Threeway Invest GmbH,17033,Badstüberstr. 14
Coswig,,Three Point Dental GmbH & Co. Fräßtechnik Hinzer Kommanditgesellschaft,01640,Wettinplatz 3
Dresden,,thpr.net e. K.,01326,Pillnitzer Landstr. 59
Storbeck-Frankendorf OT Storbeck,,THOWIL Beteiligungsgesellschaft mbH,16818,Dorfstr. 10
Bautzen,,Thoß Drahtwaren und Drahtprodukte GmbH,02625,August-Bebel-Platz 10
Dresden,,Thorandt Verwaltungs GmbH,01328,Am Hahnweg 12
Dresden,,Thorandt Metallbau GmbH & Co. KG,01328,Am Hahnweg 12
Dresden,,Thor UG (haftungsbeschränkt),01277,Enderstr. 94 Haus A
Meißen,,thopob GmbH,01662,Ringstr. 10
Dresden,,Thomas Wolter GmbH,01097,Hechtstr. 10
Kreischa,,Thomas Werner Industrielle Elektronik,01731,Alte Str. 2
Riesa,,Thomas Wolf Haustechnik e.K.,01589,Leutewitzer Str. 59
Arnsdorf,,Thomas Wähner Beteiligungs GmbH,01477,Teichstr. 28-30
Dresden,,Thomas Wagner GmbH,01127,Kunzstr. 12
Radebeul,,Thomas Verwaltungs GmbH,01445,Meißner Str. 34
Dresden,,Thomas Steincke Stier Besitz GmbH,01307,Lortzingstraße 35/37
Coswig,,Thomas Starke e.K.,01640,Dresdner Str. 73
Görlitz,,Thomas Schuster Verwaltungs GmbH,02826,Hospitalstr. 34
Radebeul,,Thomas Sportwagen GmbH,01445,Meißner Str. 34
Görlitz,,Thomas Schuster GmbH & Co. KG,02826,Hospitalstr. 34
Dresden,,Thomas Röber e.K.,01139,Leipziger Str. 232
Beiersdorf,,THOMAS RICHTER Küchen- & Objekteinrichtungen GmbH & Co.KG,02736,Bielebohstr. 1
,,Tharandter Domino e.V.,,
Beiersdorf,,THOMAS RICHTER Küchen- & Objekteinrichtung Verwaltungs GmbH,02736,Bielebohstr. 1
Dresden,,Thara GmbH,01067,Messering 5
Radebeul,,Thannbichler Transport GmbH,01445,Eduard-Bilz-Str. 1
Dresden,,Thalheim GmbH Autoreparaturwerkstatt für Karosserie und Lack,01108,Am Promigberg 3
Berlin,,Thaler & Piper Grundstücksverwaltungs GmbH,10625,Schlüterstr. 4
Sebnitz,,TGZS - Technologie- und Gewerbezentrum Sebnitz GmbH,01855,Walther-Wolff-Straße 1
Radebeul,,TH Tischlerei- und Hausdienstleistungs- GmbH,01445,Prof.-Wilhelm-Ring 1
Dresden,,TH Invest GmbH,01237,Rauensteinstr. 2
Diera-Zehren OT Nieschütz,,TH Consulting GmbH,01665,Riesaer Str. 1 A
Dresden,,TGR Consulting UG (haftungsbeschränkt) (Neuer Firmenname: TGR Consulting GmbH),01139,Am Vorwerksfeld 30
Dresden,,TGPR & DB KG,01108,Gimpelweg 27
Dresden,,TGR Consulting GmbH,01139,Am Vorwerksfeld 30
Dippoldiswalde,,TGM Top - Galopp - Management GmbH,01744,Weißeritzstr. 15 D
Dürrröhrsdorf-Dittersbach,,TIG Tischlerei und Inneneinrichtungs GmbH,01833,Alte Hauptstr. 88
Dresden,,TIG Textilgut Industrie GmbH,01324,Elisabethstr. 9
Oderwitz,,TIFUNA Naubereit GmbH,02791,Hauptstr. 114
,,Tierschutzverein Sächsische Schweiz e.V.,,
Dresden,,Tijade GmbH,01097,Königstr. 17
Dippoldiswalde,,Tikotec UG (haftungsbeschränkt),01744,Herrengasse 11
Stimpfach,,TIIP Unternehmensberatung UG (haftungsbeschränkt),74597,Forstwasenstr. 13
Görlitz,,TIG-SPAW Grzegorz Laprus UG (haftungsbeschränkt),02826,Jakobstr. 25
Dresden,,Tiggers GmbH,01219,Rayskistr. 19
Stauchitz OT Seerhausen,,Tiernahrung Seerhausen GmbH,01594,Gewerbering 4
Reichenbach,,Tierhilfe Niederschlesien e.V.,02894,c/o Ute Bär Am Sportplatz 5
Wülknitz OT Streumen,,Tiergut Elbland GmbH,01609,Neudorfer Str. 2
Radeberg,,TIEGEL GmbH,01454,Carl-Eschebach-Str. 18
Bretnig-Hauswalde,,Tiefkühlkost Hauswalde Handels GmbH,01900,Ohorner Str. 1a
Kamenz,,Tiefkühlcenter Vermögensverwaltung Dresden GmbH,01917,Nordstr. 90
Niesky OT See,,Tiefbau Otto Verwaltungsgesellschaft mbH,02906,Ernst-Thälmann-Str. 20
Dresden,,Tiefbau Hundeck & Weidner GmbH,01067,Schäferstraße 37
Niesky,,Tief- und Pflasterbau Lange GmbH & Co. KG,02906,Parkstr. 3
Pirna,,Tief- und Rohrleitungsbau in Pirna GmbH,01796,An der Sandgrube 3
Bischofswerda OT Goldbach,,Tief- und Ökobau GmbH,01877,Frankenthaler Str. 1
Löbau,,TIEF- UND LANDSCHAFTSBAU HOCHLAND GmbH,02708,Lessingstr. 18
Dresden,,Tief- und Landschaftsbau Fleischer GmbH,01237,Mügelner Str. 20
Lampertswalde OT Mühlbach,,Tief- und Kulturbau Mühlbach - Gesellschaft mit beschränkter Haftung,01561,Dobrabach 5
Schirgiswalde-Kirschau OT Callenberg,,Tief-,02681,Rosenweg 6
Dresden,,Tief - Bau - Rossendorfer Ring GmbH,01328,Rossendorfer Ring 24
Dippoldiswalde OT Reichstädt,,Tiebel Bedachung GmbH,01744,Hauptstr.131
Dresden,,TID-Germany UG (haftungsbeschränkt),01069,Strehlener Str. 12 - 14
Dresden,,Tiebel Dach GmbH vom First bis zum Giebel,01159,Reisewitzer Str. 44
Bannewitz,,TGB schweißtechnischer Fachhandel GmbH,01728,Am Bahndamm 2
Dresden,,TIBBIT GmbH,01187,Plauenscher Ring 33
Berlin,,TIB Immobilien und Betriebsberatungs GmbH,12683,Warener Str. 8
Bautzen,,TGB GmbH & Co. Immobilien in Sachsen KG,02625,Wilthener Str. 39
Bautzen,,TGB GmbH & Co. Immobilien in Sachsen Drei KG,02625,Wilthener Str. 39
Bautzen,,TGB GmbH & Co. Immobilien in Sachsen Zwei KG,02625,Wilthener Str. 39
Dresden,,TGB GmbH,01277,Winterbergstr. 16 A
Dresden,,TGB FFM GmbH,01277,Winterbergstr. 16 A
Bautzen,,TGB Beteiligungs-GmbH,02625,Wilthener Str. 39
Radeberg,,Terepco GmbH,01454,Agathe-Zeis-Str. 14
,,TGA Haustechnik GmbH,,
Rietz,,Terapid GmbH (Neuer Firmenname: NIC - Solar GmbH),14797,Am Industriegelände
Riesa,,TEPPICHLAND Teppichbodenvertriebs GmbH,01587,Speicherstr. 1
Dresden,,"Tischlerei ""Die Holzwürmer"" UG (haftungsbeschränkt)",01157,Altbriesnitz 3 a
Dresden,,"Tischlerei ""Die Holzwürmer"" GmbH",01157,Altbriesnitz 3 a
Kamenz OT Biehla,,Tischler Werkstatt Schönteichen GmbH,01917,Alte Schulstr. 7
Dresden,,Tischler Hirsch e.K.,01217,Arthur-Schloßmann-Weg 5
,,Tischlein Deck Dich e.V.,,
Berlin,,tischer-engineering UG (haftungsbeschränkt),13053,Hedwigstr. 3 a
Ebersbach,,TIS Transport Installation Service GmbH,01561,Im Gewerbegebiet 1
Doberschau OT Grubschütz,,Tippfux e. K.,02692,Am Humboldthain 19
Wilsdruff,,tipo-Hausverwaltung Matthias Ruscher e. K.,01723,Heinrich-Heine-Str. 8
Dresden,,Tip Top City Pflege GmbH,01069,Mosczinskystr. 12
Berlin,,TIP TOP Baumaschinen GmbH,12355,Am Espenpful 16
Dresden,,Tinten-Toner-Tankstation OHG,01309,Borsbergstraße 33
Pirna,,Tinte 48-GmbH,01796,Maxim-Gorki-Str. 6
Dresden,,Tino Breul Verwaltungs UG (haftungsbeschränkt),01257,Pirnaer Landstr. 166
Dresden,,Tino Holz e.Kfm.,01156,Albertplatz 1
Radeberg,,Tino Boden GmbH,01454,Lotzdorfer St. 28
Dresden,,Tino Gehre Versicherungsmakler KG,01127,Leisniger Str. 23
Dresden,,Tino Breul UG (haftungsbeschränkt) & Co. KG,01257,Pirnaer Landstr. 166
Görlitz,,Tinget GmbH,02828,Girbigsdorfer Str. 17
Schmiedeberg,,Tina-Bachmann-Fanclub e.V.,01762,Tal Naundorf 30
Dresden,,Ting GmbH,01277,Enderstr. 94
Berlin,,Tian Tai GmbH,13055,Bennyweg 16
Steinigtwolmsdorf,,Timo Richter GmbH & Co. KG,01904,Gartenweg 12
Schenefeld,,Timmermann Ost-West-Handelsgesellschaft mbH,22869,Holstenplatz 6
Bautzen OT Kleinwelka,,Timm Bau GmbH,02625,Großdubrauer Str. 14-16
Dresden,,Timicx GmbH,01069,Bergstr. 19
Dresden,,TIMEX Textilhandelsgesellschaft mbH,01067,Neumarkt 6
Bad Schwartau,,Timestyles GmbH,23611,Margarethenstr. 9
Bahretal OT Gersdorf,,timberNet Solutions Ltd & Co KG,01819,Gersdorf 54
Dresden,,time4watches GmbH,01099,Königsbrücker Str. 96
Bahretal OT Gersdorf,,timberNet Solutions KG,01819,Gersdorf 54
Bahretal OT Gersdorf,,timberNet Solutions GmbH,01819,Gersdorf 54
Sebnitz,,Tillig Modellbahnen Verwaltungsgesellschaft mit beschränkter Haftung,01855,Promenade 1
Röderaue OT Frauenhain,,Tilo Vogel e. K.,01609,Teichweg 15
Sebnitz,,Tillig Modellbahnen GmbH,01855,Promenade 1
Dresden,,Tille + Jarsumbeck Architekten Ingenieure PartGmbB,01099,Görlitzer Str. 47
Heidenau,,Tillack Service UG (haftungsbeschränkt),01809,Dresdner Str. 47 A
Dresden,,TCS - Servicegesellschaft mbH,01309,Regerstr. 8
,,TCM-Verband chinesischer Ärzte e.V.,,
Dresden,,TCM BUSINESS COMPANY GmbH,01069,Werdauer Straße 1-3
Dresden,,J. Pichowiack Maler- und Trockenbau GmbH,01109,Zum Windkanal 22
Reutlingen,,J. Kieser GmbH Steppwarenvertrieb,72766,Reutlinger Str. 84
Neuss,,J. Christof Deutschland GmbH,41460,Krefelder Str. 68
Bertsdorf-Hörnitz OT Bertsdorf,,Tischlerei Starke UG (haftungsbeschränkt),02763,Hauptstr. 43
Schönfeld,,Tischlerei Lange Verwaltungs GmbH,01561,Linzer Hauptstr. 4
Radeburg OT Berbisdorf,,Tischlerei Siegmar Waicsek e. K.,01471,Am Schloßpark 16
Nünchritz,,Tischlerei Schneider GmbH,01612,Dorfstr. 24
Dresden,,Tischlerei Rolf Grießbach e.Kfm.,01156,Elbhangstraße 12
Dresden,,TIS Rental + Finance GmbH,01139,Washingtonstr. 16/16 a
Löbau,,Tischlerei Pötschke GmbH,02708,Weststr. 18
Kamenz,,Tischlerei Mütze GmbH,01917,Theodor-Goebel-Str. 1
Tharandt,,Tischlerei Militzer GmbH,01737,Roßmäßlerstr. 27
Freital,,Tischlerei Lothar Schumann,01705,Oberpesterwitzer Str. 30
Oppach,,Tischlerei Loschke GmbH,02736,Straße der Jugend 10
Rammenau,,Tischlerei Lothar König GmbH & Co. KG,01877,Niederdorfstr. 56 a
Rammenau,,Tischlerei Lothar König Verwaltungs GmbH,01877,Niederdorfstr. 56 A
Bad Schandau OT Porschdorf,,"Tischlerei Leskovitz Unternehmergesellschaft (haftungsbeschränkt) (Neuer Firmenname: Tischlerei Leskovitz GmbH. Berichtigung von Amts wegen zum Sitz: Neuer Sitz: Bad Schandau. Berichtigung von Amts wegen zur Geschäftsanschrift: Hohnsteiner Str. 18, 01814 Bad Schandau OT Porschdorf)",01814,Hohnsteiner Str. 18
Bad Schandau OT Porschdorf,,Tischlerei Leskovitz GmbH,01814,Hohnsteiner Str. 18
Weißwasser,,Tischlerei Lehmann GmbH,02943,Berliner Str. 70
Schönfeld,,Tischlerei Lange GmbH & Co. KG.,01561,Linzer Hauptstr. 4
Lampertswalde,,Tischlerei Krause GmbH,01561,Am Mart 18
Stolpen OT Rennersdorf-Neudörfel,,Tischlerei Kramer GmbH,01833,Alte Hauptstr. 16
Lommatzsch OT Dörschnitz,,Tischlerei Kahnt GmbH,01623,Nr. 51
Ottendorf-Okrilla,,Tischlerei Kaden GmbH,01458,Bergener Ring 61/63
Oderwitz,,Tischlerei Herbert Held e. K.,02791,Rosa-Luxemburg-Straße 6
Weinböhla,,timanto UG (haftungsbeschränkt),01689,Coswiger Str. 44
Rabenau OT Oelsa,,Tischlerei Herzog GmbH,01734,Rabenauer Weg 11
Krauschwitz,,Tischlerei Gerhard Drogoin GmbH,02957,Buchenweg 55
Coswig,,Tischlerei G. u. T. GmbH,01640,An der Walze 5
Weißwasser,,Tischlerei Ernst Nickel Verwaltungs GmbH,02943,Heinrich-Heine-Str. 71
Lampertswalde,,Tischlerei Dietmar Krause e.K.,01561,Am Markt 18
Kamenz,,Tischlerei Dittmar Mütze e.K.,01917,Theodor-Goebel-Str. 1
Meißen,,Tischlerei Brendel e. K.,01662,Zscheilaer Str. 8
Friedersdorf,,Tischlerei Berger GmbH & Co.KG,02742,Schulstr. 2
Friedersdorf,,Tischlerei Berger Beteiligungs GmbH,02742,Schulstr. 2
Dresden,,TISCHLEREI ARTEFACT e. K.,01139,Rethelstraße 49
Wilsdruff OT Kesselsdorf,,Tischlerei + Rolladenbau Fabian Kühnert e. K.,01723,Zschoner Ring 4
Pirna,,F & MV Funktaxi- & Mietwagen-Vermittlungs-GmbH,01796,Rottwerndorfer Str. 16
Oberviechtach,,F & K Agrar Sachsen UG (haftungsbeschränkt),92526,Am Sandradl 18.22
Dresden,,F & H Bauträger GmbH & Co. KG,01067,Altmarkt 10 D
Arnsdorf,,F & G Normteile Dresden GmbH Sitz Arnsdorf,01477,Am Gewerbegebiet 12
Dresden,,F & G Handels GmbH,01239,Prohliser Allee 11
Grünwald,,F & G Bauträger Verwaltungs-GmbH,82031,Oberhachinger Str. 44a
Löbau,,F & F Freizeit- und Fitneß-Center GmbH,02708,Dietrich-Bonhoeffer-Str. 7
Dresden,,F & F Verwaltungsgesellschaft mbH,01307,Fetscherstr. 25
Pirna,,F & F GmbH,01796,Vogelwiese 5
Altenberg,,F & F Agrartechnik GmbH (Neuer Firmenname: F & F Agrarbau GmbH),01773,Europark 1
Dippoldiswalde,,F & F Agrarbau GmbH (Neuer Firmenname: FF Agrarbau GmbH),01744,Gewerbering 9
Dresden,,TKG Privatbesitzgesellschaft Königsbrücker Strasse mbH & Co. KG,01099,Bautzner Str. 189
Dresden,,TKG Privatbesitzgesellschaft Bayreuther Straße mbH & Co. KG,01099,Bautzner Str. 189
Dresden,,TKG Privatbesitzgesellschaft Bautzner Straße mbH & Co. KG,01277,Berggartenstr. 23 H
Dresden,,TKF - Ergotherapie UG (haftungsbeschränkt),01067,Berliner Str. 50
Unterföhring,,TKE - Turn Key Engineering GmbH Ingenieurtechnische Leistungen im Schlüsselfertigbau,85774,Nelkenstraße 7
Meißen,,TKC-Technische Keramik GmbH,01662,Ziegelstr. 9
Hoyerswerda,,TKC Expressbau & Dienstleistungen GmbH,02977,Spremberger Str. 19
Görlitz,,TK BAU GmbH,02826,Elisabethstr. 24
Tharandt,,TK gruenanlagenbau GmbH,01737,Heinrich-Cotta-Str. 10
Sohland,,TJR Sicherheitsingenieur-Büro Unternehmergesellschaft (haftungsbeschränkt),02689,Gerhard-Hauptmann-Str. 2
Kamenz,,TJ Verwaltungs- & Vermögensgesellschaft UH (haftungsbeschränkt),01917,Bautzner Str. 74a
Dresden,,TJ Group GmbH,01219,Leon-Pohle-Straße 1
Dresden,,TIWI Service GmbH,01139,Kaditzer Str. 34
Dresden,,TIW GmbH,01159,Bonner Str. 27
Dresden,,Titus Schreyer GmbH Steuerberatungsgesellschaft,01328,An der Prießnitzaue 11-13
Großröhrsdorf,,TITTEL Drahtwarenfabrik GmbH,01900,Southwallstr. 9
Dresden,,Titus Dresden GmbH,01067,Ringstr.5
Burkau,,Titan Machinery Deutschland GmbH,01906,Säuritzer Str. 2
Dresden,,TissueGUARD GmbH,01217,Trienter Str. 16
Dresden,,TissueGuard GmbH,01217,Trienter Str. 16
Heidenau,,TISMA Maschinenbau e.K.,01809,Siegfried-Rädel-Str. 25
Dresden,,tislag Verwaltungs UG (haftungsbeschränkt),01099,Bischofsweg 90
Dresden,,tislag UG (haftungsbeschränkt) & Co. KG,01099,Bischofsweg 90
Pirna,,Tischlerei Zimmer OHG,01796,An der Viehleite 32
Radeburg OT Berbisdorf,,Tischlerei Waicsek GmbH,01471,Am Schloßpark 16
Dresden OT Merbitz,,Tischlerei Wunder e. K.,01156,Merbitzer Ring 1
Kirschau,,Tischlerei Wagner GmbH,02681,Waldstr. 30 A
Königswartha,,Tischlerei Voigt UG (haftungsbeschränkt),02699,Hauptstr. 66
Bretnig-Hauswalde,,Tischlerei und Fachhandel Steffen Schink e.K.,01900,Bischofswerdaer Straße 171
Bertsdorf-Hörnitz OT Hörnitz,,Tischlerei und Restaurationsbetrieb Schramm GmbH,02763,Ernst-Thälmann-Straße 4 a
Dresden,,Tischlerei Stiller GmbH & Co. KG,01189,Karlsruher Str. 118
Lauta,,Tischlerei Staroste GmbH,02991,W.-Wagner-Str. 31
Coswig,,F & D Handel und Dienstleistungs GmbH,01640,Auerstr. 224
Dresden,,F & D Beteiligungs GmbH,01169,Kesselsdorfer Str. 163
Ohorn,,F & A Natursteinsanierung UG (haftungsbeschränkt) Fassadengestaltung · Feuchtsandstrahlen,01896,Hufestr. 20
Pirna,,K & P Geschäftsführungs GmbH,01796,Krietzschwitz Nr. 25 B
Zittau,,K & L Krebs und Lemke Werbung GmbH (Neuer Firmenname: KL Format Krebs und Lemke GmbH),02763,Mittelstr. 3
Dresden,,K & L Immobilien- und Verwaltungs GmbH,01277,Karcherallee 49
Riesa,,K & K Verwaltungs GmbH,01587,Klötzerstraße 31 c
Dresden,,K & K Vertriebs- und Service GmbH,01067,Schützenplatz 14
Lommatzsch,,K & K Sondermaschinen und Förderanlagenbau GmbH,01623,Mertitzer Str. 37
Dresden,,K & K Direktkurier und Dienstleistungen Dresden GmbH,01099,Magazinstr. 17
Dresden,,TLL Golfanlagenbeteiligungs GmbH & Co. KG,01309,Schandauer Str. 36
Dresden,,TMV Anlagenbau GmbH,01099,Manfred-von-Ardenne-Ring 2
Dresden,,TMT Matthias Döring GmbH,01108,Kügelgenweg 25 d
Dresden,,TMS-Messen-Kongresse-Ausstellungen GmbH,01067,Bremer Str. 65
Wachau OT Leppersdorf,,TMI Dairy GmbH,01454,An den Breiten
